MERCHANT_CITY_NAME,MERCHANT_STATE_XCD,YEAR_RUN,TOT_CNT,MERCHANT_CATEGORY_XCD,TOT_SUM
PENSECOLA,FL,2020,8365,5812,226240.05
Van Wert,OH,2020,1651,5812,32815.44
BONITA SPRING,FL,2020,48196,5812,2090547.28
MELBOURNE,FL,2020,218285,5812,6989991.35
ARCHBOLD,OH,2020,16916,5814,148746.5
Tallahassee,FL,2020,32052,5814,404667.36
UPPER SANDUSK,OH,2020,66125,5814,615575.44
TRINITY,FL,2020,15906,5814,201037.85
CHAMPIONS GAT,FL,2020,3056,5814,53023.2
DAYTONA BEACH,FL,2020,202475,5812,6549260.77
N.MIAMI BEACH,FL,2020,6469,5814,57260.43
GAHANNA,OH,2020,14830,5812,419912.61
SOUTH EUCLID,OH,2020,17701,5814,197597.07
LK WORTH BCH,FL,2020,1665,5814,2870.9
INTERLACHEN,FL,2020,37122,5814,520871.94
W MELBOURNE,FL,2020,13925,5814,127405.9
COCONUT CREEK,FL,2020,40149,5812,1462514.69
WESTON,FL,2020,30103,5812,969602.42
Oakland Park,FL,2020,1462,5814,16750.09
DEBARY,FL,2020,17950,5814,166077.0
BRICKELL,FL,2020,14,5812,558.61
LEE,FL,2020,8423,5814,101532.02
SANTA ROSA BE,FL,2020,14849,5814,180546.83
LOGAN,OH,2020,15948,5812,542566.19
JAX,FL,2020,955,5814,3100.85
LONG BOAT KEY,FL,2020,8566,5812,314905.07
WILLOWICK,OH,2020,6249,5814,68693.19
419-7295353,OH,2020,96,5812,3022.78
BONIFAY,FL,2020,4067,5812,111232.69
Largo,FL,2020,4286,5814,46028.29
SOUTH MIAMI,FL,2020,13750,5812,572024.95
Coral Gables,FL,2020,8501,5812,216369.93
JACKSONVLLE B,FL,2020,2441,5814,23342.09
Williston,FL,2020,8363,5814,113337.85
CAPTIVA ISLAN,FL,2020,2825,5812,114358.79
LOS ANGELES,FL,2020,608,5814,16675.11
West Unity,OH,2020,1399,5814,17613.24
LAKE PLACID,FL,2020,16513,5812,536814.04
ROTONDA WEST,FL,2020,3394,5812,147110.25
BEAVERCRK TWP,OH,2020,405,5814,4280.63
WEEKI WACHEE,FL,2020,5790,5812,233733.48
LAKES WALES,FL,2020,2089,5812,88389.46
Merritt Islan,FL,2020,5237,5812,130919.71
DAYTONA BCH S,FL,2020,3738,5814,38485.38
ANDOVER,OH,2020,2708,5812,69737.96
6144883224,OH,2020,1514,5814,115983.5
386-8734837,FL,2020,1025,5814,12992.56
AZALEA PARK,FL,2020,482,5812,11513.15
724-2831878,FL,2020,109,5812,2877.85
WOODMERE,OH,2020,5332,5814,49913.98
813-6510122,FL,2020,149,5812,4498.14
RAYLAND,OH,2020,825,5814,10451.29
MIDDLEBURGH H,OH,2020,434,5812,17836.09
Phillipsburg,OH,2020,70,5814,914.89
17542006456,FL,2020,32,5814,669.62
181-32388880,FL,2020,6,5814,88.62
CARBONDALE,OH,2020,3,5812,20.13
FANNING SPGS,FL,2020,3098,5812,131827.5
BLANCHESTER,OH,2020,7120,5812,196620.72
WILLARD,OH,2020,4333,5812,101701.5
Hillsboro,OH,2020,869,5812,31880.41
OBERLIN,OH,2020,7093,5814,72079.43
THONOTOSASSA,FL,2020,2595,5812,62041.43
MIDDLEBURG,FL,2020,7382,5812,214664.31
ROSEMARY BEAC,FL,2020,10256,5812,683103.58
REYNOLDSBURG,OH,2020,19148,5812,583998.43
13052858402,FL,2020,1464,5812,55967.9
800-7237237,FL,2020,1552,5814,19723.31
MACCIENNY,FL,2020,14880,5814,109070.74
Davie,FL,2020,4401,5812,124988.33
TRINITY,FL,2020,19211,5812,685079.49
SAN ANTONIO,FL,2020,4661,5814,44383.86
INDEPENDENCE,OH,2020,10473,5814,112409.06
Waverly,OH,2020,1210,5814,16655.39
Pembroke Pine,FL,2020,5452,5812,128277.75
COVENTRY TWP,OH,2020,2815,5814,35897.75
DeLand,FL,2020,4433,5812,77877.04
West Portsmou,OH,2020,1502,5814,18810.42
908-5878774,FL,2020,46,5812,1458.03
North Lauderd,FL,2020,2559,5814,23887.26
SOUTH BLOOMFI,OH,2020,2268,5814,22482.88
ANTWERP,OH,2020,2421,5812,65065.39
ROCK CREEK,OH,2020,647,5812,13596.31
Cleveland Hei,OH,2020,4133,5812,69857.12
352-4630457,FL,2020,483,5812,49232.97
WEST PALM BC,FL,2020,12406,5814,103610.82
NEW CITY,FL,2020,515,5812,25169.3
Mulberry,FL,2020,1740,5814,22231.69
Ponce de Leon,FL,2020,746,5814,9306.22
EVENDALE,OH,2020,1424,5814,12973.0
MERRITT IS,FL,2020,3277,5814,39906.26
PERRYSVILLE,OH,2020,727,5812,24848.73
Rockledge,FL,2020,1816,5814,20923.66
FT LAUDERDA,FL,2020,787,5812,20634.61
Dunnellon,FL,2020,2053,5814,29319.47
ROCKBRIDGE,OH,2020,2049,5814,18626.5
Dunedin,FL,2020,1648,5814,25109.97
W. BOCA RATON,FL,2020,864,5812,18355.62
8504385334,FL,2020,12,5814,125.65
561-3577979,FL,2020,924,5814,11783.87
MONTGOMERY,OH,2020,381,5814,2448.88
WEST MILTON,OH,2020,461,5812,13508.51
Hallandale Be,FL,2020,2964,5812,85973.07
BERLIN CENTER,OH,2020,974,5812,30850.72
MICANOPY,FL,2020,969,5814,25447.07
7409823000,OH,2020,52,5814,761.54
MIAMITOWN,OH,2020,41,5812,1503.61
DUCK KEY,FL,2020,1995,5812,93966.44
St. Petersbur,FL,2020,460,5814,6655.72
Pompano BCH,FL,2020,68,5812,3008.25
156-19622652,FL,2020,34,5814,401.08
SOUTH AVON PA,FL,2020,230,5812,8428.02
CUYAHOGA,OH,2020,239,5812,7630.28
Loxahatchee,FL,2020,1780,5814,23672.44
NORTH KINGSVI,OH,2020,742,5812,16836.56
132-16367352,FL,2020,40,5814,651.5
8634220486,FL,2020,50,5814,755.34
8636551240,FL,2020,123,5814,1890.03
3213100724,FL,2020,67,5812,3857.6
Hayesville,OH,2020,325,5812,6586.2
863-4710220,FL,2020,393,5814,6729.3
JCKSNVILLE BE,FL,2020,134,5812,7725.87
Coshocton,OH,2020,165,5812,9509.41
CINCINATI,OH,2020,330,5814,521.5
WALBRIDGE,OH,2020,576,5812,13614.83
Hicksville,OH,2020,3014,5812,52434.22
Sardis,OH,2020,449,5814,5877.91
Palmetto Bay,FL,2020,861,5814,11766.52
Bolivar,OH,2020,875,5814,10619.46
EATONVILLE,FL,2020,43,5814,307.15
Middleburg He,OH,2020,131,5812,2006.12
West Carrollt,OH,2020,205,5814,2297.48
386-4453096,FL,2020,12,5812,459.73
190-49929193,FL,2020,226,5814,2907.1
8132630990,FL,2020,15,5814,1210.19
LATHAM,OH,2020,160,5814,3417.35
BURTON,OH,2020,249,5814,2284.48
6148847827,OH,2020,13,5814,214.59
Key west,FL,2020,17,5812,587.59
8639435917,FL,2020,67,5814,817.56
MIDDLE PORT,OH,2020,229,5812,4736.44
Mayfield Heig,OH,2020,43,5812,1075.6
W ALEXANDRIA,OH,2020,61,5812,2565.43
156-15016442,FL,2020,15,5814,232.58
561-5090163,FL,2020,23,5812,736.2
305-9359544,FL,2020,77,5812,2668.94
LAKE HELEN,FL,2020,29,5814,187.08
407-6808546,FL,2020,2,5812,66.0
5617812547,FL,2020,5,5812,520.0
937-949-9883,OH,2020,16,5812,530.48
772-5898508,FL,2020,11,5814,387.11
727-2909240,FL,2020,34,5812,1445.67
3523321707,FL,2020,13,5814,131.42
786-2359789,FL,2020,22,5812,506.62
Gulf Breeze,FL,2020,8995,5814,180074.5
Southport,FL,2020,1718,5814,19574.15
TAVERNIER,FL,2020,15665,5812,502296.55
Arcadia,OH,2020,778,5812,17987.74
GROVEPORT,OH,2020,5803,5812,130423.27
Lauderhill,FL,2020,3286,5812,69308.44
E CLEVELAND,OH,2020,665,5814,7979.55
68450 OVERSEA,FL,2020,953,5812,40432.24
WATERVILLE,OH,2020,7969,5814,88141.27
GLOUSTER,OH,2020,3846,5814,38256.39
FANNING SPRIN,FL,2020,3211,5812,70857.03
419-7201818,OH,2020,174,5812,4471.55
AMANDA,OH,2020,895,5812,23116.55
4078910469,FL,2020,65,5814,1136.16
937-3903682,OH,2020,327,5814,4539.74
Newcomerstown,OH,2020,300,5812,8581.78
TIERRA VERDE,FL,2020,5583,5812,238873.14
MIami,FL,2020,836,5812,18011.68
313-4716830,FL,2020,844,5814,10246.21
267-3037097,FL,2020,466,5812,10525.2
BROOKFIELD,OH,2020,813,5812,18798.72
Weeki Wachee,FL,2020,155,5812,5414.14
904-5138422,FL,2020,14,5812,303.69
Englewood,OH,2020,431,5814,8279.47
5136610093,OH,2020,12,5814,175.79
CUTLER,FL,2020,189,5812,2623.67
Shelby,OH,2020,266,5814,3619.64
WAKEMAN,OH,2020,368,5812,9256.31
850-5424752,FL,2020,271,5812,4963.45
8139888889,FL,2020,85,5812,3232.12
STEINHATCHEE,FL,2020,564,5814,8524.76
941-8897544,FL,2020,355,5814,5340.84
850-4569939,FL,2020,6,5812,237.72
West Salem,OH,2020,364,5814,4924.15
NEWBURY,OH,2020,319,5814,5304.89
186-34225439,FL,2020,26,5814,465.74
SHERWOOD,OH,2020,2390,5814,30617.04
South Lebanon,OH,2020,217,5812,1504.3
NFM,FL,2020,418,5812,13081.32
APOKA,FL,2020,190,5814,3492.31
Cooper City,FL,2020,462,5812,12418.36
4072219203,FL,2020,6,5814,361.0
Bluffton,OH,2020,267,5812,3403.31
OAKLAND,FL,2020,665,5814,6562.83
LEESBERG,FL,2020,126,5812,2099.41
JACKSON CENTE,OH,2020,114,5814,171.0
Norwood,OH,2020,90,5814,1748.93
DUNDEE,OH,2020,17,5814,173.4
Monroeville,OH,2020,265,5814,3541.56
4197825255,OH,2020,163,5812,3980.19
321-3164936,FL,2020,87,5812,2451.24
2392740561,FL,2020,55,5812,2401.25
Kingston,OH,2020,35,5814,538.22
132-12968285,FL,2020,82,5814,1226.66
190-47978398,FL,2020,20,5814,400.15
407-3655676,FL,2020,29,5812,2150.0
419-4683800,OH,2020,240,5814,3424.64
8086409915,OH,2020,181,5814,2898.23
321-7654193,FL,2020,20,5812,783.07
GAHANA,OH,2020,109,5814,1829.54
4076820989,FL,2020,24,5814,300.79
ALYS BEACH,FL,2020,307,5812,21586.26
8509264757,FL,2020,29,5814,409.11
9543715023,FL,2020,78,5812,2595.0
561-5606699,FL,2020,40,5812,2058.08
NEWPHILADELP,OH,2020,106,5812,6524.98
9144840147,OH,2020,5,5814,170.0
140-78504300,FL,2020,6,5814,63.62
LONG BOAT KEY,FL,2020,182,5814,3007.68
172-78422771,FL,2020,25,5814,349.49
16149283170,OH,2020,7,5812,450.77
5618836088,FL,2020,71,5812,3594.61
614-5649522,OH,2020,33,5812,1325.0
130-52472420,FL,2020,15,5814,181.2
181-39630597,FL,2020,103,5814,1158.85
avon,OH,2020,111,5814,1041.85
123-99362003,FL,2020,14,5814,157.07
181-36610090,FL,2020,22,5814,245.84
17273231803,FL,2020,17,5812,565.0
Green Springs,OH,2020,14,5814,320.0
904-7702608,FL,2020,132,5812,5870.23
LLOYD,FL,2020,35,5814,132.5
3212591888,FL,2020,14,5814,157.76
941-2514070,FL,2020,6,5812,209.23
Valley City,OH,2020,48,5814,821.72
130-56680746,FL,2020,5,5814,42.4
859-5342397,FL,2020,7,5812,5.26
8502162525,FL,2020,35,5814,582.79
4405377254,OH,2020,14,5812,281.19
N. Ridgeville,OH,2020,57,5812,2173.74
8503327644,FL,2020,9,5814,110.74
Hilliard,FL,2020,22,5814,421.78
194-13160337,FL,2020,18,5814,311.38
KINGSTON,OH,2020,50,5814,75.0
8638250200,FL,2020,16,5814,217.59
"JACKSONVILLE,",FL,2020,29,5812,1588.87
CONVOY,OH,2020,9,5814,45.0
TEMPA,FL,2020,44,5812,1710.11
3527998974,FL,2020,28,5814,331.16
877-417-4551,OH,2020,291,5812,10749.53
740-3899922,OH,2020,771,5814,10459.45
BAYAMON,OH,2020,162,5812,4059.35
7867326988,FL,2020,23,5814,308.29
5612496135,FL,2020,108,5814,1483.48
178-69538478,FL,2020,23,5814,300.85
Pembroke pine,FL,2020,3,5814,31.47
Altoona,FL,2020,72,5814,851.31
SHERRODSVILLE,OH,2020,127,5812,9511.72
PANAMA CTY,FL,2020,40,5814,1843.45
5618085090,FL,2020,27,5812,422.35
BELLE,FL,2020,26,5812,425.43
13304406616,OH,2020,99,5814,4970.69
937-3241751,OH,2020,5,5812,565.73
FLAMINGO LDGE,FL,2020,43,5812,984.12
8136626697,FL,2020,40,5814,346.84
954-3582625,FL,2020,2,5812,60.25
HELENA,OH,2020,26,5812,274.24
352-9649636,FL,2020,10,5812,393.93
7865565297,FL,2020,24,5812,862.1
185-02310616,FL,2020,23,5814,253.27
Muskogee,OH,2020,3,5812,56.68
3309630603,OH,2020,5,5812,327.2
3867557957,FL,2020,17,5814,313.6
17274970666,FL,2020,11,5812,1222.39
3523260210,FL,2020,35,5814,487.13
13303373872,OH,2020,7,5812,243.07
Salineville,OH,2020,46,5812,1075.65
130-52742285,FL,2020,40,5814,481.71
Brook Park,OH,2020,41,5812,573.06
123-99953900,FL,2020,16,5814,222.19
186-36831021,FL,2020,35,5814,482.29
Carlisle,OH,2020,2,5812,0.0
3526849565,FL,2020,26,5814,462.91
8137543676,FL,2020,9,5814,129.58
4078771930,FL,2020,33,5812,1521.42
16145195830,OH,2020,45,5812,1437.0
181-39829222,FL,2020,57,5814,879.66
866-2656609,FL,2020,3,5812,0.0
172-75478500,FL,2020,7,5814,90.29
2164069258,OH,2020,8,5812,315.0
3059691333,FL,2020,1,5812,25.5
9373827824,OH,2020,44,5814,600.19
3059323997,FL,2020,20,5812,68.96
16473636942,FL,2020,10,5812,2423.18
850-999-8278,FL,2020,14,5812,168.63
904-2725000,FL,2020,9,5814,272.94
786-7879030,FL,2020,54,5812,2854.03
7409270068,OH,2020,11,5814,139.14
FAIRVIEW,OH,2020,24,5812,648.19
15614733710,FL,2020,17,5812,463.03
GRAND RAPIDS,OH,2020,8,5814,193.35
8505626115,FL,2020,10,5814,158.7
141-94488900,OH,2020,3,5814,38.83
3212395172,FL,2020,5,5814,92.0
3212551926,FL,2020,12,5814,176.44
194-13648198,FL,2020,11,5814,120.65
195-44343317,FL,2020,5,5814,72.15
123-97680303,FL,2020,35,5814,282.6
195-47979395,FL,2020,25,5814,308.69
186-34220514,FL,2020,8,5814,105.96
17863690353,FL,2020,3,5812,0.0
190-42780846,FL,2020,6,5814,72.03
8139022100,FL,2020,16,5812,527.21
172-73633299,FL,2020,7,5814,107.39
Chardon,OH,2020,25,5812,556.83
195-44263222,FL,2020,22,5814,253.18
3525968261,FL,2020,14,5814,208.96
7724614248,FL,2020,1,5814,10.7
4195240700,OH,2020,5,5814,107.82
3053540920,FL,2020,5,5814,765.0
239-5968202,FL,2020,5,5812,267.05
352-6508654,FL,2020,11,5812,455.16
3058882001,FL,2020,3,5814,61.17
9375263232,OH,2020,11,5812,797.29
South Venice,FL,2020,3,5814,80.7
190-47414749,FL,2020,5,5814,71.31
386-7885862,FL,2020,3,5812,61.75
2395307827,FL,2020,2,5814,52.84
2392885526,FL,2020,10,5814,132.54
2162442836,OH,2020,1,5812,16.0
FOUR CORNERS,FL,2020,2,5814,30.0
3523748345,FL,2020,33,5814,463.49
156-16229100,FL,2020,20,5814,329.81
904-3730492,FL,2020,1,5812,30.36
7408525150,OH,2020,1,5814,15.08
CLEANWATER BE,FL,2020,10,5814,169.48
2396921970,FL,2020,13,5812,293.56
SHARPSBURG,OH,2020,1,5812,3.61
181-38373400,FL,2020,9,5814,113.43
3526508654,FL,2020,1,5812,5.0
17722260466,FL,2020,14,5812,435.55
3124019999,FL,2020,15,5814,405.79
174-07433000,OH,2020,11,5814,125.94
305-5425440,FL,2020,2,5812,64.2
Deerfield bea,FL,2020,5,5812,47.24
4197949959,OH,2020,9,5814,615.87
4403494060,OH,2020,8,5814,65.64
7405999003,OH,2020,3,5814,21.45
419-8736590,OH,2020,11,5812,1370.0
HERNANDO BEAC,FL,2020,27,5814,593.67
133-07844495,OH,2020,1,5814,10.0
850-2130521,FL,2020,5,5812,297.58
181-32590253,FL,2020,7,5814,90.16
3309457827,OH,2020,7,5814,94.52
5615097623,FL,2020,1,5814,11.64
4078785438,FL,2020,18,5814,245.34
7275304703,FL,2020,19,5812,476.43
7404359360,OH,2020,6,5814,64.35
133-03490046,OH,2020,12,5814,196.83
Lockhart,FL,2020,6,5812,181.84
4074761591,FL,2020,5,5814,80.68
8508639999,FL,2020,16,5812,552.46
352-6209255,FL,2020,3,5812,336.14
440-2446120,OH,2020,2,5812,64.2
14406535280,OH,2020,11,5812,377.3
239-2623788,FL,2020,1,5812,30.35
3217992844,FL,2020,6,5814,95.36
140-79575711,FL,2020,12,5814,185.43
14407341500,OH,2020,2,5812,41.0
Chesapeake,OH,2020,6,5814,71.0
16144771465,OH,2020,7,5814,124.75
9043781892,FL,2020,9,5814,152.62
17278955515,FL,2020,8,5812,484.42
178-64092021,FL,2020,4,5814,50.54
19372522249,OH,2020,8,5812,729.49
3525967750,FL,2020,10,5814,119.4
2395415000,FL,2020,5,5812,268.38
4407744547,OH,2020,2,5814,22.26
904-3729985,FL,2020,1,5812,37.26
121-63812424,OH,2020,3,5814,21.3
Wellsville,OH,2020,19,5814,158.5
144-02329798,OH,2020,2,5814,16.81
3052499957,FL,2020,4,5814,70.0
239-6593700,FL,2020,9,5812,349.42
17542349739,FL,2020,1,5812,64.84
4079576724,FL,2020,4,5814,70.97
863-2915899,FL,2020,3,5812,42.63
813-5142695,FL,2020,9,5812,1593.95
276-6692886,OH,2020,4,5812,149.35
19542511222,FL,2020,1,5812,12.83
kissimmee,FL,2020,11,5812,188.3
Lore City,OH,2020,6,5814,100.99
6142911515,OH,2020,5,5814,301.25
7049650163,FL,2020,1,5812,100.0
3307226519,OH,2020,3,5814,152.48
7273916025,FL,2020,1,5812,25.0
19203501427,FL,2020,3,5812,95.3
174-03664108,OH,2020,7,5814,61.26
cortez,FL,2020,2,5812,13.0
9044799980,FL,2020,7,5814,54.53
3309792141,OH,2020,4,5812,95.0
9417638999,FL,2020,7,5812,274.19
7403454741,OH,2020,3,5812,111.56
COLD SPRINGS,FL,2020,1,5812,42.8
121-66817755,OH,2020,4,5814,58.85
156-15178967,FL,2020,2,5814,22.61
7403852113,OH,2020,6,5814,112.44
7409660123,OH,2020,1,5814,25.58
727-8662115,FL,2020,2,5812,250.0
5138442929,OH,2020,5,5814,90.66
195-44243773,FL,2020,1,5814,18.01
NEW ATHENS,OH,2020,3,5812,9.47
161-48557805,OH,2020,1,5814,16.28
305-2649444,FL,2020,1,5812,15.97
7279427827,FL,2020,7,5814,95.26
407-4502041,FL,2020,1,5812,661.26
4192322999,OH,2020,8,5812,1595.05
BRILLIANT,OH,2020,2,5812,8.88
9378343877,OH,2020,1,5812,12.39
15136389990,OH,2020,3,5812,42.4
13302532627,OH,2020,6,5812,132.9
140-76488672,FL,2020,1,5814,10.65
LAFAYETTE,OH,2020,3,5812,11.04
5138811889,OH,2020,6,5812,387.56
174-04533360,OH,2020,1,5814,35.0
9042306360,FL,2020,3,5814,48.27
9043058756,FL,2020,3,5812,78.0
121-68395555,OH,2020,3,5814,43.97
5619653788,FL,2020,3,5814,46.86
Chester,OH,2020,1,5814,0.0
19372218399,OH,2020,2,5812,72.15
239-2677000,FL,2020,9,5812,504.52
9047570940,FL,2020,2,5814,25.65
Russellville,OH,2020,1,5812,11.97
SS,OH,2020,1,5814,37.36
WESTERVILEL,OH,2020,1,5814,1.5
386-3104455,FL,2020,2,5812,61.89
161-47554800,OH,2020,1,5814,11.5
133-03590542,OH,2020,1,5814,20.0
7862787584,FL,2020,1,5814,22.0
9542511018,FL,2020,1,5812,1.0
850-9412512,FL,2020,2,5812,105.3
17868576140,FL,2020,1,5812,12.34
8139039899,FL,2020,4,5814,53.35
740-5754504,OH,2020,2,5812,90.64
2483795292,OH,2020,2,5814,19.19
133-09457827,OH,2020,5,5814,73.7
401-8548780,FL,2020,1,5812,321.0
7402464651,OH,2020,2,5812,30.28
8139892178,FL,2020,2,5812,53.16
185-08364052,FL,2020,4,5814,81.66
MILTON CENTER,OH,2020,1,5812,8.35
740-4517839,OH,2020,1,5812,21.99
2162523636,OH,2020,1,5812,50.58
440-3650032,OH,2020,1,5812,20.99
8138887777,FL,2020,2,5814,49.9
Calcutta,OH,2020,1,5812,44.85
Duette,FL,2020,1,5812,53.5
121-63289861,OH,2020,1,5814,10.0
5615404108,FL,2020,1,5814,10.7
7409287827,OH,2020,3,5814,25.79
2396877215,FL,2020,1,5814,52.45
3302897701,FL,2020,2,5814,24.96
WEST MILLGROV,OH,2020,2,5812,11.57
16145072400,OH,2020,1,5812,28.7
8503297148,FL,2020,1,5814,53.72
4192122434,OH,2020,1,5812,300.0
3057938529,FL,2020,3,5812,184.0
3214581230,FL,2020,1,5814,1.0
6145291863,OH,2020,1,5814,21.37
HIGHLAND BCH,FL,2020,1,5814,0.01
4077168645,FL,2020,1,5812,10.0
2166753454,OH,2020,2,5814,28.25
151-36775153,OH,2020,1,5814,5.0
4078434869,FL,2020,1,5814,15.32
Clarksville,OH,2020,1,5814,8.5
WAYLAND,OH,2020,1,5814,18.0
4435533843,FL,2020,1,5812,10.0
8132471896,FL,2020,1,5812,17.81
LAKE BUENA VI,FL,2020,526427,5814,9130005.22
BROOKSVILLE,FL,2020,64959,5812,2130421.22
MARGATE,FL,2020,113955,5814,1312772.25
CAPE CORAL,FL,2020,195522,5814,2567301.55
NAVARRE,FL,2020,96332,5812,2879729.94
FAIRFIELD,OH,2020,37957,5814,396154.8
MIAMI GARDENS,FL,2020,85795,5814,1102224.38
ATHENS,OH,2020,183806,5814,1624467.85
WEST MIAMI,FL,2020,1752,5812,80979.61
TAMARAC,FL,2020,40290,5812,982736.53
MERRITT ISLAN,FL,2020,61493,5814,765348.68
BROOK PARK,OH,2020,3087,5812,80678.94
Toledo,OH,2020,19263,5814,206099.49
PALMETTO BAY,FL,2020,13825,5812,410646.21
WILMINGTON,OH,2020,115831,5814,1256285.48
RUSSELLS POIN,OH,2020,25447,5814,262882.77
HAGATNA,OH,2020,11,5814,131.94
HOBE SOUND,FL,2020,44413,5814,386566.16
SHARONVILLE,OH,2020,10375,5814,83421.55
FT LAUDERDALE,FL,2020,176314,5814,1553925.18
GEORGETOWN,OH,2020,33504,5814,406050.8
ROCKY RIVER,OH,2020,8400,5812,261020.48
NORTH PALM BE,FL,2020,32225,5812,1120428.63
TROY,OH,2020,37967,5814,494981.66
Naples,FL,2020,14455,5814,212691.91
772-3359400,FL,2020,1708,5814,23344.5
Ft Myers Bch,FL,2020,3219,5812,150322.92
INDIALANTIC,FL,2020,21450,5812,847630.56
PLM BCH GRNDS,FL,2020,22948,5814,151176.81
CARROLLWOOD,FL,2020,16997,5814,236054.86
STARKE,FL,2020,29159,5812,846670.89
Austintown,OH,2020,3867,5814,47029.15
MCCONNELSVLE,OH,2020,1758,5812,57133.06
FAYETTEVILLE,OH,2020,1541,5812,37090.76
Sunrise,FL,2020,5521,5814,61657.77
FRANKLIN,OH,2020,11267,5812,274679.47
ROCKY RIVER,OH,2020,14412,5814,173475.66
Oxford,OH,2020,2636,5814,21985.61
MARINA,FL,2020,8680,5814,89111.07
MT. HEALTHY,OH,2020,1054,5814,10854.02
Wapakoneta,OH,2020,1159,5812,25132.4
PORT RITCHEY,FL,2020,3946,5814,63379.05
Aventura,FL,2020,3137,5814,39118.41
850-2441005,FL,2020,3583,5814,50173.16
MT. VERNON,OH,2020,7444,5814,72829.73
IND CRK VLG,FL,2020,2577,5814,37656.94
954-4361326,FL,2020,1157,5814,14141.46
BELLEAIR BLF,FL,2020,976,5812,24631.16
STRUTHERS,OH,2020,11071,5812,304445.08
Havana,FL,2020,999,5814,14201.94
Beverly,OH,2020,3266,5814,43696.29
COPELY,OH,2020,22,5812,1427.35
N PINELLAS PA,FL,2020,1949,5814,29171.96
MIDDLEFIELD,OH,2020,2795,5812,91761.72
Davenport,FL,2020,2605,5814,37517.73
LEIPSIC,OH,2020,1025,5812,26617.14
195-46553442,FL,2020,68,5814,1594.43
Weirsdale,FL,2020,196,5814,2240.3
NORTH OLMSTEA,OH,2020,476,5812,20117.31
Harrod,OH,2020,169,5814,1938.01
Palm River-Cl,FL,2020,23,5814,248.14
8138557090,FL,2020,4,5812,39.49
AVENTURA,FL,2020,57312,5812,2301003.64
FAIRVIEW PARK,OH,2020,9934,5814,113721.33
Newberry,FL,2020,6320,5814,76248.34
NEWARK,OH,2020,31574,5814,355773.19
ORANGE CITY,FL,2020,117239,5814,1509089.23
SAFETY HARBOR,FL,2020,3706,5814,45503.47
CANTON MENT,FL,2020,4260,5814,41205.63
Wildwood,FL,2020,7442,5812,222885.89
The Villages,FL,2020,13112,5812,440716.45
MINNEOLA,FL,2020,17354,5814,153903.18
850-3898339,FL,2020,42,5812,2205.1
Lisbon,OH,2020,1194,5814,16266.47
OAK HILL,FL,2020,3694,5812,106655.39
LAKE PANASOFF,FL,2020,2222,5812,46302.26
LAUD BY SEA,FL,2020,589,5812,23869.36
740-4530021,OH,2020,479,5814,6527.03
Middleburg,FL,2020,2342,5812,77124.48
OAKWOOD VILLA,OH,2020,4532,5814,38166.68
TORONTO,OH,2020,818,5812,19834.83
SHARONVILLE,OH,2020,5135,5812,123445.82
515-9656110,OH,2020,125,5814,2302.6
Saint Cloud,FL,2020,4740,5812,116498.28
CLEVELAND HEI,OH,2020,5792,5812,139668.06
Southwest Ran,FL,2020,718,5814,24427.68
LORE CITY,OH,2020,1548,5812,49905.1
Mason,OH,2020,2518,5814,30623.7
18005743758,FL,2020,13,5812,633.78
St. Petersbur,FL,2020,2298,5812,53327.51
513-6818678,OH,2020,53,5812,1137.24
3867602516,FL,2020,17,5814,211.86
PIKETON,OH,2020,3504,5812,87928.8
lima,OH,2020,498,5812,14010.64
ALAFAYA,FL,2020,1609,5814,26891.82
941-7958353,FL,2020,576,5814,8607.47
RISINGSUN,OH,2020,401,5814,601.5
ST  PETERSBUR,FL,2020,388,5812,11030.52
Pinecrest,FL,2020,1228,5814,14949.96
Medina,OH,2020,1141,5814,12517.12
727-7877772,FL,2020,380,5814,6165.21
JAMESTOWN,OH,2020,1135,5812,25121.24
188-84459239,FL,2020,1361,5814,183395.8
AUBURNADALE,FL,2020,877,5812,41510.29
Minneola,FL,2020,906,5812,24269.02
Ruskin,FL,2020,782,5812,17622.29
Antwerp,OH,2020,2091,5814,28610.08
FRAZEYSBURG,OH,2020,705,5814,10039.07
NORTH  MIAMI,FL,2020,1548,5812,27025.22
Tallahasse,FL,2020,510,5814,5312.11
OVIDEO,FL,2020,39,5812,808.82
ASHLEY,OH,2020,741,5814,9820.29
740-3931865,OH,2020,268,5814,3059.3
INDIAN RK BCH,FL,2020,720,5812,24115.79
SILVER SPGS,FL,2020,747,5812,19541.02
Oberlin,OH,2020,587,5812,16480.24
5138965000,OH,2020,4,5814,72.17
140-79099205,FL,2020,5,5814,74.53
N. MIAMI BCH.,FL,2020,1226,5812,58781.85
Lake Waynoka,OH,2020,235,5814,5421.71
138-64971707,FL,2020,170,5814,3119.2
141-95370017,OH,2020,6,5814,79.88
NO LAUDERDALE,FL,2020,3115,5814,47799.94
937-4564444,OH,2020,114,5814,1656.67
SYMMES TWP,OH,2020,286,5814,1316.66
4197240097,OH,2020,144,5812,5301.05
OCEAN BRZ PK,FL,2020,847,5814,9401.54
419-8878200,OH,2020,245,5814,3523.01
2342540720,OH,2020,52,5814,741.01
TUPPERS PLAIN,OH,2020,169,5814,253.5
5618830202,FL,2020,34,5812,1767.43
9047978398,FL,2020,8,5814,135.26
3216360632,FL,2020,29,5812,1775.99
